# Sheet: Sheet1
Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Assistance_Type_Normalized,Category
KRISTINE-LEON,2024,5,Catanduanes,CARAMOAN,1474,4992,25,4,0,0,3,34,37,1004,661581.6,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Sorsogon,CASIGURAN,4349,13767,25,,,,30,679,709,1400,1076334,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,CASTILLA,802,3405,30,,,,11,125,136,100,69626,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,CATAINGAN,143,224,6,,,,10,509,519,354,1895478.9,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Masbate,CAWAYAN,548,1856,11,,,,15,401,416,416,2155000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,5,Masbate,CLAVERIA,129,581,7,,,,22,54,76,,,,
KRISTINE-LEON,2024,5,Camarines Norte,DAET,27378,121261,25,1,0,0,682,688,1370,1001,643350,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Albay,DARAGA,9116,36982,51,,,,9,509,518,3000,1855610,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,DEL GALLEGO,5156,22927,32,,,,,,,1864,1257130,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,DIMASALANG,29,104,2,,,,1,22,23,,,,
KRISTINE-LEON,2024,5,Sorsogon,DONSOL,12241,61205,51,,,,57,630,687,5681,3934775,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,ESPERANZA,506,1729,17,,,,11,179,190,500,398915,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,GAINZA,3613,15617,8,,,,28,1049,1077,6021,4801124,"['FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'LAMINATED SACK', 'MEDICAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS']"
KRISTINE-LEON,2024,5,Camarines Sur,GARCHITORENA,9182,33741,23,,,,27,1014,1041,5443,4342588.69,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Catanduanes,GIGMOTO,124,547,5,,,,0,34,34,,,,
KRISTINE-LEON,2024,5,Camarines Sur,GOA,5654,28834,19,,,,5,63,68,800,497600,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,GUBAT,906,3454,30,,,,6,120,126,1407,928688.3,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,GUINOBATAN,21684,81808,36,3,0,0,77,137,214,6153,4303700,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Camarines Sur,IRIGA CITY,709,2863,20,,,,4,0,4,6598,4310742.18,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Sorsogon,IROSIN,1193,4003,27,,,,13,249,262,1893,1267991.7,"['FAMILY FOOD PACK', 'TARPAULIN']","['FAMILY FOOD PACK', 'SHELTER KIT']"
KRISTINE-LEON,2024,5,Camarines Norte,JOSE PANGANIBAN,3694,13047,26,,,,35,43,78,1400,816326,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,JOVELLAR,2549,9240,21,,,,26,471,497,5567,4378131.5,"['FAMILY FOOD PACK', 'FAMILY KIT', 'KITCHEN KIT', 'LAMINATED SACK', 'RICE', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Sorsogon,JUBAN,2596,9859,25,1,0,0,18,385,403,1851,1201739,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Camarines Norte,LABO,7460,26293,48,1,0,0,101,113,214,7101,4781732,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Camarines Sur,LAGONOY,8873,44369,28,,,,3,40,43,1000,622000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,LEGAZPI CITY,14068,59929,55,1,0,0,10,124,134,4000,2710780,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,LIBMANAN,25409,98688,75,,,,50,616,666,9693,6764458,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,LIBON,21687,84886,47,,,,267,6447,6714,26295,13979464.76,"['BLANKET', 'FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'RICE', 'SAKOLINE', 'SANDBAG', 'SLEEPING KIT', 'TARPAULIN']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Albay,LIGAO CITY,8963,41787,55,1,0,0,47,115,162,7150,4042500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,LUPI,5822,26077,38,,,,,,,1000,730090,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,MAGALLANES,1639,6039,30,,,,25,250,275,1824,1145667,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,MAGARAO,4949,23834,13,,,,,,,3805,2481598.25,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,MALILIPOT,4151,18374,18,,,,72,2458,2530,3900,2405295,"['FAMILY FOOD PACK', 'RICE']",['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,MALINAO,8357,26601,29,,,,184,5123,5307,1000,1848750,"['FAMILY FOOD PACK', 'HOT MEAL']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,5,Masbate,MANDAON,1461,5848,26,,,,27,217,244,,,,
KRISTINE-LEON,2024,5,Albay,MANITO,1227,5555,13,,,,8,632,640,2000,1318260,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,MASBATE CITY,4628,22859,25,,,,28,699,727,,,,
KRISTINE-LEON,2024,5,Sorsogon,MATNOG,8807,34499,40,,,,319,1160,1479,3235,2105710.5,"['FAMILY FOOD PACK', 'HOT MEAL']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,5,Camarines Norte,MERCEDES,9126,34644,26,,,,47,47,94,6900,4155915,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,MILAGROS,534,2160,13,,,,50,150,200,,,,
KRISTINE-LEON,2024,5,Camarines Sur,MILAOR,9948,35079,20,,,,37,680,717,3455,3964343.83,"['FAMILY FOOD PACK', 'FINANCIAL', 'HOT MEAL', 'LAMINATED SACK', 'MEDICAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,5,Camarines Sur,MINALABAC,12751,63759,25,,,,162,2621,2783,737,922005,"['FAMILY FOOD PACK', 'FINANCIAL', 'LAMINATED SACK', 'MEDICAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS']"
ESTER,2022,5,Masbate,MOBO,495,2567,4,,,,3,25,28,,,,
KRISTINE-LEON,2024,5,Masbate,MOBO,3082,11742,22,,,,16,276,292,,,,
KRISTINE-LEON,2024,5,Masbate,MONREAL,111,410,5,,,,0,1,1,,,,
KRISTINE-LEON,2024,5,Camarines Sur,NABUA,29171,100780,40,,,,,,,12707,12213007,"['FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'KITCHEN KIT', 'LAMINATED SACK', 'MEDICAL', 'MODULAR TENT', 'OTHER NON FOOD ITEM', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Naga,NAGA,68254,267335,27,,,,121,3850,3971,41907,37387188.14,"['FAMILY FOOD PACK', 'FINANCIAL', 'MEDICAL', 'OTHER NON FOOD ITEM']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS']"
KRISTINE-LEON,2024,5,Albay,NO BREAKDOWN,,,,,,,,,,27038,100253842.8,"['FINANCIAL', 'MEDICAL', 'SHELTER REPAIR KIT', 'TARPAULIN']","['FINANCIAL / SOCIAL ASSISTANCE', 'SHELTER KIT']"
KRISTINE-LEON,2024,5,Camarines Norte,NO BREAKDOWN,,,,,,,,,,10506,42379210.94,"['FINANCIAL', 'HYGIENE KIT', 'MEDICAL']","['FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']"
KRISTINE-LEON,2024,5,Camarines Sur,NO BREAKDOWN,,,,,,,,,,35258,145888077.8,"['FINANCIAL', 'KITCHEN KIT', 'MEDICAL', 'TARPAULIN']","['FINANCIAL / SOCIAL ASSISTANCE', 'KITCHEN KIT', 'SHELTER KIT']"
KRISTINE-LEON,2024,5,Catanduanes,NO BREAKDOWN,,,,,,,,,,3771,21218922,"['FINANCIAL', 'MEDICAL']",['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,5,Masbate,NO BREAKDOWN,,,,,,,,,,4556,21570191,"['FINANCIAL', 'MEDICAL']",['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,5,No Breakdown,NO BREAKDOWN,,,,,,,,,,1500,3222077.25,"['FUEL ASSISTANCE', 'TARPAULIN']","['FINANCIAL / SOCIAL ASSISTANCE', 'SHELTER KIT']"
KRISTINE-LEON,2024,5,Sorsogon,NO BREAKDOWN,,,,,,,,,,5767,31319168.67,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'MEDICAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']"
KRISTINE-LEON,2024,5,Albay,OAS,18784,68586,51,,,,80,1689,1769,25857,11570308.75,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHER NON FOOD ITEM', 'RICE', 'SANDBAG', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Camarines Sur,OCAMPO,7226,35331,29,,,,19,3793,3812,500,348130,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,PALANAS,19,74,4,1,0,0,26,326,352,1,10000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,5,Camarines Sur,PAMPLONA,11431,45252,17,,,,,,,2029,1262038,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Catanduanes,PANDAN,879,3302,26,,,,5,192,197,1000,622000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Catanduanes,PANGANIBAN,206,781,13,,,,,,,,,,
KRISTINE-LEON,2024,5,Camarines Norte,PARACALE,8431,42155,27,,,,36,8395,8431,1000,583090,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,PASACAO,7116,35283,19,,,,31,462,493,2195,1374266,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,PILAR,4485,20459,49,,,,93,145,238,3891,2709147.66,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,PILI,21394,87247,24,,,,493,6228,6721,7368,4942033.2,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,PIO DURAN,6950,26307,30,,,,31,176,207,4436,2864692.5,"['FAMILY FOOD PACK', 'HOT MEAL', 'RICE']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,5,Masbate,PIO V CORPUZ,510,2499,24,,,,11,205,216,1746,2193193.9,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Masbate,PLACER,1516,5487,18,,,,19,461,480,480,2495000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,5,Albay,PLGU,,,,,,,,,,30045,18236750,"['FAMILY FOOD PACK', 'TARPAULIN']","['FAMILY FOOD PACK', 'SHELTER KIT']"
KRISTINE-LEON,2024,5,Camarines Norte,PLGU,,,,,,,,,,15700,10587314,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,PLGU,,,,,,,,,,109821,66076452.09,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Catanduanes,PLGU,,,,,,,,,,7276,5205735.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,PLGU,,,,,,,,,,1500,1037445,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,PLGU,,,,,,,,,,9216,9330397.8,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,5,Albay,POLANGUI,22565,86523,41,,,,68,82,150,21052,14114323.2,"['BLANKET', 'FAMILY FOOD PACK', 'FAMILY KIT', 'HOT MEAL', 'HYGIENE KIT', 'KITCHEN KIT', 'SAKOLINE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'READY TO EAT FOOD', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Camarines Sur,PRESENTACION,4386,22687,18,,,,13,386,399,609,494708.4,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,5,Sorsogon,PRIETO DIAZ,1044,5220,17,,,,2,60,62,100,69626,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,RAGAY,11767,53008,38,,,,0,8,8,2501,1714923,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Albay,RAPU RAPU,2705,11514,34,,,,9,1281,1290,3106,1931932,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,SAGAY CITY,5486,28406,13,,,,,,,,,,
KRISTINE-LEON,2024,5,Catanduanes,SAN ANDRES,1445,4609,26,,,,,,,500,305167.6,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,SAN FERNANDO,10865,41159,22,,,,14,41,55,3156,1645712,"['FAMILY FOOD PACK', 'FAMILY KIT', 'MEDICAL', 'OTHER NON FOOD ITEM']","['FAMILY FOOD PACK', 'OTHERS']"
KRISTINE-LEON,2024,5,Masbate,SAN FERNANDO,0,0,0,,,,6,116,122,,,,
KRISTINE-LEON,2024,5,Masbate,SAN JACINTO,200,758,9,,,,9,53,62,,,,
KRISTINE-LEON,2024,5,Camarines Sur,SAN JOSE,4363,22255,12,,,,,,,500,316675,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Norte,SAN LORENZO RUIZ,753,3460,10,,,,90,96,186,753,451568.55,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Catanduanes,SAN MIGUEL,4722,14133,24,,,,,,,3167,2175067.61,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,SAN PACUAL,55,210,3,,,,1,72,73,,,,
KRISTINE-LEON,2024,5,Camarines Norte,SAN VICENTE,1239,5959,9,,,,8,243,251,1200,852000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Norte,SANTA ELENA,1619,5454,15,,,,0,8,8,2000,1255350,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,SANTA MAGDALENA,397,1519,13,,,,2,231,233,750,493361,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,SANTO DOMINGO,2579,8665,17,,,,17,507,524,3000,1830130,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,SIPOCOT,13100,55585,46,,,,32,178,210,2982,2027469.06,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,SIRUMA,4230,20711,22,,,,0,23,23,,,,
KRISTINE-LEON,2024,5,Sorsogon,SORSOGON CITY,5653,24473,64,,,,128,1810,1938,5800,6480522.54,"['FAMILY FOOD PACK', 'HOT MEAL']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,5,Albay,TABACO CITY,7169,28260,47,1,0,0,119,3658,3777,4831,3558825,"['FAMILY FOOD PACK', 'FINANCIAL', 'HOT MEAL', 'MALONG', 'OTHER NON FOOD ITEM', 'RICE', 'SAKOLINE']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,5,Camarines Norte,TALISAY CITY,1640,6572,15,,,,5,165,170,1750,1458419.5,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Camarines Sur,TIGAON,5010,22036,11,,,,,,,3603,2443556.05,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,TINAMBAC,15167,70144,44,,,,1,3,4,2500,1661195,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Albay,TIWI,8287,39591,25,,,,137,6164,6301,1993,1277798.42,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,USON,10,69,4,,,,1,30,31,,,,
KRISTINE-LEON,2024,5,Catanduanes,VIGA,7256,35121,29,,,,15,266,281,1607,1003270,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Norte,VINZONS,4172,19827,19,,,,497,1007,1504,3768,2396166.44,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Catanduanes,VIRAC,3951,14029,58,,,,8,88,96,,,,
GORING-HANNA-INENG,2023,6,Iloilo,AJUY,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Iloilo,AJUY,6816,27207,34,,,,39,1880,1919,900,639000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Iloilo,ALIMODIAN,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Iloilo,ALIMODIAN,,,,,,,0,0,0,,,,
GORING-HANNA-INENG,2023,6,Aklan,ALTAVAS,0,0,0,,,,0,0,0,,,,
GORING-HANNA-INENG,2023,6,Iloilo,ANILAO,1000,4250,3,,,,0,0,0,1000,745000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Iloilo,ANILAO,580,2302,14,,,,9,571,580,500,355000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Antique,ANINI Y,24,83,9,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Antique,ANINI Y,174,585,16,,,,1,7,8,164,116440,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Negros Occidental,BACOLOD CITY,26091,94268,42,,,,52,186,238,6500,4265900,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Negros Occidental,BACOLOD CITY,7246,32761,19,,,,20,71,91,4420,2696200,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Iloilo,BADIANGAN,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Iloilo,BADIANGAN,334,1387,24,,,,1,309,310,158,112180,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Negros Occidental,BAGO CITY,5967,18122,20,,,,10,69,79,5967,3298975,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Negros Occidental,BAGO CITY,213,857,21,,,,13,141,154,0,44004,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
GORING-HANNA-INENG,2023,6,Iloilo,BALASAN,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Iloilo,BALASAN,305,1055,16,,,,4,90,94,305,349969.2,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
LANNIE,2021,6,Iloilo,BALASAN,,,,1,0,0,,,,,,,
GORING-HANNA-INENG,2023,6,Aklan,BALETE,1,3,1,,,,0,1,1,,,,
KRISTINE-LEON,2024,6,Aklan,BALETE,6,26,4,,,,2,4,6,5,3550,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Iloilo,BANATE,3335,12628,18,,,,0,15,15,1300,861000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Iloilo,BANATE,4140,15889,18,,,,16,639,655,1414,862540,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
LANNIE,2021,6,Iloilo,BANATE,1500,7500,11,,,,,,,1500,699420,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Aklan,BANGA,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Aklan,BANGA,1252,4174,21,,,,6,43,49,40,35680,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Antique,BARBAZA,112,426,7,,,,0,1,1,112,83440,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Antique,BARBAZA,93,282,11,,,,0,5,5,143,177526,"['FAMILY FOOD PACK', 'FAMILY KIT', 'KITCHEN KIT']","['FAMILY FOOD PACK', 'KITCHEN KIT', 'OTHERS']"
GORING-HANNA-INENG,2023,6,Iloilo,BAROTAC NUEVO,4590,17760,26,,,,0,0,0,200,1514602,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,6,Iloilo,BAROTAC NUEVO,1284,5284,21,,,,3,1281,1284,1284,1146078,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
GORING-HANNA-INENG,2023,6,Iloilo,BAROTAC VIEJO,1341,4895,15,,,,0,0,0,1000,621805,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Iloilo,BAROTAC VIEJO,737,2797,12,,,,5,82,87,737,449570,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Iloilo,BATAD,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Iloilo,BATAD,6149,21923,24,,,,0,46,46,1585,1820375.52,"['FAMILY FOOD PACK', 'FAMILY KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'OTHERS', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,6,Aklan,BATAN,0,0,0,,,,0,0,0,,,,
GORING-HANNA-INENG,2023,6,Antique,BELISON,240,713,8,,,,0,20,20,240,261034,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,6,Antique,BELISON,61,126,7,,,,,,,,,,
GORING-HANNA-INENG,2023,6,Negros Occidental,BINALBAGAN,823,3263,10,,,,0,0,0,823,613135,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Iloilo,BINGAWAN,319,1184,10,,,,0,1,1,,,,
GORING-HANNA-INENG,2023,6,Guimaras,BUENAVISTA,223,831,15,,,,1,1,2,0,14310,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,6,Guimaras,BUENAVISTA,521,1908,31,,,,2,406,408,500,886820,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
LANNIE,2021,6,Guimaras,BUENAVISTA,51,161,1,,,,1,1,2,306,252659.1,"['FAMILY FOOD PACK', 'FOOD ITEM', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,6,Antique,BUGASONG,2603,8896,23,,,,5,22,27,1150,820300,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Aklan,BURUANGA,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Aklan,BURUANGA,5342,18982,15,,,,2,150,152,242,171820,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,6,Iloilo,CABATUAN,161,608,7,,,,2,3,5,161,119945,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,6,Iloilo,CABATUAN,339,1414,59,,,,0,329,329,349,235181.9,"['FAMILY FOOD PACK', 'KITCHEN KIT']","['FAMILY FOOD PACK', 'KITCHEN KIT']"
GORING-HANNA-INENG,2023,6,Negros Occidental,CADIZ CITY,0,0,0,,,,0,0,0,,,,
KRISTINE-LEON,2024,6,Negros Occidental,CADIZ CITY,1113,4087,14,,,,20,352,372,608,737380,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
GORING-HANNA-INENG,2023,6,Negros Occidental,CALATRAVA,0,0,0,,,,0,0,0,,,,
